isFraud,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
0,-6862.641239788649,-13106.917948285,4136.651286143445,-225.17087589852022,-205.57100034529498,-41.70782973056406,71.74201154941385,-96.9446564674953,-143.0207813927045,20.082537800258407
0,-6858.675654102453,-13141.195647087316,-7033.413559248915,-35.97700297680692,-293.21875776052616,-64.67324755480958,114.70800282359986,-109.77257136045323,-55.27756640240726,14.916521827618853
0,-6859.4113050721635,-13135.436310121358,-5125.522292661524,-68.6275027721495,-306.38337912100553,-60.465172609624204,106.45150259266572,-94.70381274539531,-47.913299997560614,10.989093654001882
0,-6865.200427736808,-13098.970053815576,8360.674036546667,-287.79985212727973,2340.8046439478817,-95.23476261526498,-1144.8125547878235,83.0979317255362,-835.2917955244126,25.315230479704667
0,-61915.5743699344,151758.21610267597,-5817.754618232236,61.38976808771316,-32.874754301162405,-34.37061703855055,32.97887949342919,-54.98026081680703,-102.79289971774331,-905.9752119095815
0,-6859.781399858681,-13131.305306485872,-3851.9398079436746,-89.87006637549477,-317.4173210855029,-56.90827459016544,110.23518336310592,-107.0169639947761,-56.94950029950153,13.921332741069007
0,-6862.007837550829,-13111.625360666196,2517.569737772381,-198.09924695741174,-363.6311988290585,-41.03701471721763,91.77869563916553,-101.5047296471733,-51.652153767985354,17.57046102321854
0,-6862.16372587156,-13110.505215441772,2904.5885047412435,-204.2856021338539,-364.37367104909754,-40.033239028421754,76.48364647444565,-92.85788763513712,-23.012097537498413,13.09718141557558
0,-33976.4373490142,155261.79012081344,-7513.140769599864,82.08560995604387,-1.7413733677936074,-46.221399554739136,32.818538600495124,-49.781173166386274,-108.39353944010512,-940.6803307370012
0,-6863.915135889081,-13096.219448733884,7607.471522232587,-285.3726826038774,-385.33082259794577,-29.540725057855493,34.49875120843065,-34.40164323100227,-19.003975173488147,6.038392600405029
0,78921.33704002085,-2492.5045760585435,6706.806251596603,-35.73072619962787,-142.64121780521126,186.65899441434414,-16.105479387154453,2.1957345051226165,145.10606346318963,-0.15493832713916636
0,108898.22722412834,1176.6316486754333,-5332.135905275229,-96.84144214649199,-235.8478083685593,-85.52776933105444,113.11049528206513,-49.05999572616523,-73.31241408289006,13.585375681579299
0,-6859.143364007746,-13138.307611471357,-6002.035721489292,-53.46331584772406,-242.59315447326162,-63.25058353861263,61.83369557460661,-35.618063456667805,-69.85083210612108,6.891546058564416
0,-6862.29458190686,-13110.205930550146,3076.167278422836,-207.21253337950628,-273.9398663964025,-40.099105307680546,18.477664646603394,9.686498844119285,-91.49496524614881,6.964601497094231
0,-6861.8291214087785,-13113.006993927253,2048.914017722237,-190.13538343300516,-362.3362610116326,-42.095281261101505,104.02016265855454,-103.0372300461587,-66.564598829182,16.335891287313274
0,-6860.284662745527,-13128.152563131707,-2733.5435002464405,-109.44794397857348,-322.6768207144525,-55.06855954111461,98.90724291757577,-81.4829931222971,-51.76462305159039,9.17733875136078
0,-124771.62122274395,144048.91985212703,-8522.121625986842,124.48002941779697,-50.12053574788009,-29.8054085014256,37.271259341460436,-94.9960969863248,-99.99039829802457,-958.5824995424933
0,-71503.71567054963,150698.2370744603,1175.3848115840474,-55.05795836943875,-89.23389305274863,-16.865889754746867,15.418690475874964,-63.603091223052594,-107.1206180123557,-976.870337378817
0,-6859.3451464650025,-13135.284408490443,-5125.669478610951,-68.38229298496555,-307.42778530269476,-60.24550936270876,110.85502114060927,-105.70270896112228,-55.52408542670636,14.158070538515576
0,-6860.6416991452,-13129.886253678755,-2779.7889999493154,-105.01573929473827,347.32734627998224,-63.5724753118694,-318.03439490880254,380.7578639494632,-178.6916133760646,-28.714103100286835
0,-6860.459857361036,-13125.330334004955,-1914.5926560495668,-122.90639905145272,-331.52419794819804,-51.86067473623607,106.17543980029338,-107.51200155968883,-59.16760450850747,17.221527018394507
0,-6862.100541989741,-13115.765440814952,1613.5192149395539,-183.2810984631996,-180.95215218030623,-37.134672651220164,-62.93386897584438,134.46419449918125,-72.84803247502845,-14.2733243283771
0,-27793.682030907265,156174.16421027217,-8592.127203861091,99.11232859745797,9.361828951317799,-49.83380552444976,36.64648286870387,-44.57512410679553,-110.723597712613,-998.1000773512884
0,-6858.563692390388,-13142.351698748269,-7396.53208325101,-29.863918161577395,-288.96475564964084,-65.95624790344634,108.30133000627285,-109.91790503330064,-47.59024409396822,15.502610064902191
0,-6861.313460261927,-13118.641955875311,321.56880039403285,-161.2817378753665,-327.58700525290357,-47.717283594970276,36.322541979024756,-30.682877144253442,-8.262930175187645,0.3955545815502011
0,-6863.193249310678,-13102.91726918073,5594.174687623919,-249.5880295775431,-146.45141469912338,-41.59189627924343,-966.2058170936361,-61.82971272513647,-744.9826559213279,37.67483724488718
0,-6864.055021815872,-13094.69638639737,8076.839139479974,-292.959925438436,-401.6956730464611,-27.361340295961618,71.82008018041638,-77.06502842984207,-44.37671972509736,14.949414641725392
0,-6861.655349554301,-13114.708275957299,1516.794995565542,-181.15473028535285,-357.40305180817387,-43.126205775070154,100.89249142813019,-103.66732817543705,-60.81876437953252,17.5406020559031
0,-6860.682124444611,-13123.75083299306,-1358.55071746248,-132.20709278856978,-290.2179023323133,-51.09815123401805,38.39153342122994,-80.95823573143592,-39.83075398064207,14.047715948865228
0,-6862.216423077677,-13109.652435674196,3141.522134961297,-208.76646544844232,-369.8837259244182,-39.349241579100074,99.43381751059626,-102.53424324098567,-64.5071593238621,18.017602749024167
0,-6862.505707352618,-13109.0009106804,3486.608001836481,-215.4263505577481,-367.12820275390095,-39.74775192302646,86.85148100453992,-66.50169118607262,-50.89276433575774,7.6336455069407565
0,-6860.029171885805,-13129.440448127343,-3216.141262473181,-100.36064025689849,-318.84398443301836,-55.423079448781024,89.30427277230199,-99.17123555679586,-23.987511698514943,11.187384999429257
0,-6867.292409212343,-13154.053887493357,-1857.0493496307383,-75.43846420846222,13646.90637250193,-397.5812138673646,-5254.696698261609,2931.99949587753,-4456.678325008237,-187.62447437525418
0,-6860.815593321675,-13123.33571933267,-1176.245807266766,-136.06447570377787,-333.2965815234687,-50.7990350565991,96.690713400301,-87.54330561417872,-50.83946547368913,13.241947890363114
0,-6863.88067604101,-13096.301069309196,7568.627491705802,-284.3359440610877,-401.23468317827707,-28.842506298106777,88.6128227443578,-66.73165449697116,-49.95186973182239,9.065981692120026
0,-6861.3265207084905,-13120.079153352975,-23.47116262628256,-156.17284973969046,-340.80363686192607,-49.081869256563614,88.32856095657253,-69.67900339661867,-37.58725274164671,9.845126335071134
0,-6859.608762369528,-13135.470519251054,-4981.44821177248,-71.96026687078806,-303.4380832761171,-60.3654030209395,103.97572304710427,-56.79918327499917,-26.631767220801315,1.5230572858045504
0,-6862.367920900841,-13108.817924961475,3458.2245426886243,-214.52337584589776,-371.6429024749643,-31.321970199419713,98.40747125003655,-97.65962354519387,-65.98753852577234,19.645031712917223
0,-79540.67368088191,-22078.767944631276,-4321.3399184397385,-61.42191641692223,-203.45264769670402,77.58303156989389,-25.79463671928711,98.15365688727807,-85.30372160828443,28.67671779420633
0,-6862.106806904394,-13110.736915278729,2807.3007000340813,-203.2268759825913,-366.78743319133423,-39.90528608463902,97.88363740565659,-104.2600113987152,-62.67373678542733,20.683807242346568
0,3960.4832276890625,-11770.397833268535,3543.9401708694504,147.26425506535807,-358.9716485181518,301.3109669827695,92.93426893548396,-132.90215328815552,-36.40674724781143,10.837226819949946
0,-6861.283444969759,-13124.93581371962,-779.1889868352614,-135.7600157901528,803.1353516093482,-64.75453351094623,-1388.3793150287017,-170.17641526766425,314.31533626961533,7.730647162354619
0,-6862.2742566690895,-13109.20075187633,3294.5760310733863,-211.20465015729764,-370.36595227483167,-38.767362880537476,94.74149118494175,-99.98417773899864,-55.44716737430071,16.330580975762697
0,-6861.462748050015,-13116.333860355007,986.2903797081947,-172.0086764112327,-354.3703564879686,-44.50719317068968,104.3822098916936,-99.21540625979252,-59.83200320668242,14.294758394057379
0,-6860.935449504383,-13120.933277837286,-508.470907299957,-146.5307533598975,-343.3262992632223,-48.14517409148236,107.71830974532142,-103.47803382262698,-60.074381199973224,13.967160813805576
0,-6863.548409836642,-13100.36501727852,6341.729638652662,-263.9408599901195,-351.3287039061994,-21.523202838989675,82.66172571081154,-20.27505445091712,-42.283599106085326,8.275356933843002
0,-6862.121450297317,-13111.045359025517,2753.7834723470746,-201.7438667397349,-299.71541804222886,-40.908432324683126,15.478074501762778,-51.28678284330321,-49.61604564766547,11.11661830854545
0,-6859.2448835841415,-13136.85090430501,-5580.348025272902,-61.05074348318492,-302.3556805315462,-61.94719983127813,109.72042373384689,-96.22325332740402,-54.56253759848302,12.059425676083807
0,143833.18587072205,5532.0598428925905,6088.777193517102,-300.14700850378586,-301.59156888007067,-64.84313090313843,97.26668754956948,-23.29982888375472,-83.63260576297687,17.33059528754347
